rank,address_hex,kind,score,no_target,target_left,target_right,manual_aim,delta_left,delta_right,delta_manual,opposition,symmetry,sign_opposed,horizontal_score,left_score,right_score,manual_score
1578,0x00286F64,ARM_HORIZONTAL_CANDIDATE,0.010038264394097,-0.0036122454330325,-0.005759684368968,-1.6297846741509e-05,-5.6240933190566e-06,-0.0021474389359355,0.003595947586291,0.0036066213397135,0.0057433865222265,0.0014485086503555,true,0.010038264394097,-1.119699118135e-05,0.0021615659843519,0.0030322826874908
1579,0x00286F60,ARM_HORIZONTAL_CANDIDATE,0.010026820134954,-0.0036122454330325,-0.005759684368968,-2.7742105885409e-05,-8.1488142313901e-06,-0.0021474389359355,0.0035845033271471,0.0036040966188011,0.0057319422630826,0.0014370643912116,true,0.010026820134954,-5.2223895181669e-06,0.0021503741972992,0.0030309023924929
1580,0x00286F5C,ARM_HORIZONTAL_CANDIDATE,0.010007660763222,-0.0036122454330325,-0.005759684368968,-4.6901477617212e-05,-1.2678836355917e-05,-0.0021474389359355,0.0035653439554153,0.0035995665966766,0.0057127828913508,0.0014179050194798,true,0.010007660763222,4.8102985601872e-06,0.0021316678277799,0.0030282883075415
1581,0x000D3F6C,MANUAL_AIM_CANDIDATE,0.0099999904632568,0.86000001430511,0.86000001430511,0.86000001430511,0.85000002384186,0.0,0.0,-0.0099999904632568,0.0,0.0,false,0.0,-0.00099999904632568,-0.00099999904632568,0.0099999904632568
1582,0x001F2218,ARM_RIGHT_CANDIDATE,0.0098174773156643,0.0,0.0,0.0098174773156643,0.0,0.0,0.0098174773156643,0.0,0.0098174773156643,0.0098174773156643,false,0.0,-0.0049087386578321,0.0098174773156643,-0.00098174773156643
1583,0x00286F58,ARM_HORIZONTAL_CANDIDATE,0.0096117081993725,-0.0036122454330325,-0.0056376121938229,-7.6637516031042e-05,-1.9158920622431e-05,-0.0020253667607903,0.0035356079170015,0.0035930865124101,0.0055609746777918,0.0015102411562111,true,0.0096117081993725,-0.0001017458489514,0.0021636158853653,0.0030369890446309
1584,0x000D36F8,ARM_LEFT_CANDIDATE,0.0094162350986153,-0.0025005908682942,0.010160775855184,0.0024398150853813,-0.010249877348542,0.012661366723478,0.0049404059536755,-0.007749286480248,0.0077209607698023,0.0077209607698023,false,0.0,0.0094162350986153,-0.0021652060560882,0.0059891092125326
1585,0x000D3710,ARM_LEFT_CANDIDATE,0.0093078181147575,0.0024684793315828,-0.010047215037048,-0.002413384616375,0.010137922130525,-0.012515694368631,-0.0048818639479578,0.0076694427989423,0.0076338304206729,0.0076338304206729,false,0.0,0.0093078181147575,-0.0021429275162518,0.0059296869672835
1586,0x001A02FC,MANUAL_AIM_CANDIDATE,0.0092773497104645,0.0,-0.011596687138081,-0.011596687138081,-0.011596687138081,-0.011596687138081,-0.011596687138081,-0.011596687138081,0.0,0.0,false,0.0,0.0046386748552322,0.0046386748552322,0.0092773497104645
1587,0x001F203C,ARM_LEFT_CANDIDATE,0.0088357295840979,0.0,0.0098174773156643,0.0,0.0098174773156643,0.0098174773156643,0.0,0.0098174773156643,0.0098174773156643,0.0098174773156643,false,0.0,0.0088357295840979,-0.0058904863893986,0.0088357295840979
1588,0x000D6CF8,ARM_HORIZONTAL_CANDIDATE,0.0087887106928974,-0.0004885793896392,-1.9073486328125e-06,-0.0078172739595175,-0.0078172739595175,0.00048667204100639,-0.0073286945698783,-0.0073286945698783,0.0078153666108847,0.0068420225288719,true,0.0087887106928974,-0.0039105447009206,0.0063524890923873,0.0065471579087898
1589,0x000E84F8,ARM_HORIZONTAL_CANDIDATE,0.0087887106928974,-0.0004885793896392,-1.9073486328125e-06,-0.0078172739595175,-0.0078172739595175,0.00048667204100639,-0.0073286945698783,-0.0073286945698783,0.0078153666108847,0.0068420225288719,true,0.0087887106928974,-0.0039105447009206,0.0063524890923873,0.0065471579087898
1590,0x000D8208,ARM_HORIZONTAL_CANDIDATE,0.0087715445552021,-0.0004885793896392,-7.62939453125e-06,-0.0078172739595175,-0.0004885793896392,0.00048094999510795,-0.0073286945698783,0.0,0.0078096445649862,0.0068477445747703,true,0.0087715445552021,-0.0031833972898312,0.0070882195723243,-0.00078096445649862
1591,0x000D8188,ARM_HORIZONTAL_CANDIDATE,0.008771306136623,-0.00048846018034965,-7.62939453125e-06,-0.0078172739595175,-0.0004885793896392,0.0004808307858184,-0.0073288137791678,-1.1920928955078e-07,0.0078096445649862,0.0068479829933494,true,0.008771306136623,-0.0031835880246945,0.0070883864653297,-0.00078084524720907
1592,0x000D6C48,ARM_HORIZONTAL_CANDIDATE,0.0087696372065693,-0.0004885793896392,-7.62939453125e-06,-0.0078153666108847,-0.0078153666108847,0.00048094999510795,-0.0073267872212455,-0.0073267872212455,0.0078077372163534,0.0068458372261375,true,0.0087696372065693,-0.0039151223376393,0.0063536335015669,0.0065460134996101
1593,0x000E8448,ARM_HORIZONTAL_CANDIDATE,0.0087696372065693,-0.0004885793896392,-7.62939453125e-06,-0.0078153666108847,-0.0078153666108847,0.00048094999510795,-0.0073267872212455,-0.0073267872212455,0.0078077372163534,0.0068458372261375,true,0.0087696372065693,-0.0039151223376393,0.0063536335015669,0.0065460134996101
1594,0x000F92D4,ARM_LEFT_CANDIDATE,0.0087373033165932,0.0,0.0087373033165932,0.0,0.0,0.0087373033165932,0.0,0.0,0.0087373033165932,0.0087373033165932,false,0.0,0.0087373033165932,-0.0043686516582966,-0.00087373033165932
1595,0x002E3230,MANUAL_AIM_CANDIDATE,0.0086759775876999,0.0,0.0,0.0,-0.0086759775876999,0.0,0.0,-0.0086759775876999,0.0,0.0,false,0.0,-0.00086759775876999,-0.00086759775876999,0.0086759775876999
1596,0x000D82C8,ARM_HORIZONTAL_CANDIDATE,0.0084281870076666,-0.0004885793896392,-0.00012208191037644,-0.0078172739595175,-0.0004885793896392,0.00036649747926276,-0.0073286945698783,0.0,0.007695192049141,0.0069621970906155,true,0.0084281870076666,-0.0032978498056764,0.0071454458302469,-0.0007695192049141
1597,0x000E9970,ARM_HORIZONTAL_CANDIDATE,0.0084281870076666,-0.0004885793896392,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,0.00036649747926276,-0.0073286945698783,-0.0073286945698783,0.007695192049141,0.0069621970906155,true,0.0084281870076666,-0.0040307192626642,0.0064125763732591,0.0065591753649642
1598,0x000E9930,ARM_HORIZONTAL_CANDIDATE,0.0084280081937322,-0.00048848998267204,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,0.0003664080722956,-0.0073287839768454,-0.0073287839768454,0.007695192049141,0.0069623759045498,true,0.0084280081937322,-0.0040308623138117,0.0064127015430131,0.0065592647719313
1599,0x000E9338,ARM_HORIZONTAL_CANDIDATE,0.0084272333333502,-0.0004885793896392,-0.00012208191037644,-0.0078163202852011,-0.0078163202852011,0.00036649747926276,-0.0073277408955619,-0.0073277408955619,0.0076942383748246,0.0069612434162991,true,0.0084272333333502,-0.0040301470580744,0.0064117180663743,0.0065583170580794
1600,0x000D34E8,ARM_LEFT_CANDIDATE,0.0083016786535154,0.0072534116916358,-0.0096102897077799,-0.0084336390718818,6.843805022072e-05,-0.016863701399416,-0.015687050763518,-0.0071849736414151,0.0011766506358981,0.0011766506358981,false,0.0,0.0083016786535154,0.0065367026996682,0.0039298984251218
1601,0x001058D4,MANUAL_AIM_CANDIDATE,0.0079863864928484,-0.005425744690001,0.0,0.0,-0.01449728012085,0.005425744690001,0.005425744690001,-0.0090715354308486,0.0,0.0,false,0.0,0.0018057188019156,0.0018057188019156,0.0079863864928484
1602,0x000D75A0,ARM_LEFT_CANDIDATE,0.0078138407319784,-0.0078163202852011,-1.9073486328125e-06,-0.0078153666108847,-0.0078153666108847,0.0078144129365683,9.5367431640625e-07,9.5367431640625e-07,0.0078134592622519,0.0078134592622519,false,0.0,0.0078138407319784,-0.0039063481613994,-0.00078058298677206
1603,0x000E8DA0,ARM_LEFT_CANDIDATE,0.0078138407319784,-0.0078163202852011,-1.9073486328125e-06,-0.0078153666108847,-0.0078153666108847,0.0078144129365683,9.5367431640625e-07,9.5367431640625e-07,0.0078134592622519,0.0078134592622519,false,0.0,0.0078138407319784,-0.0039063481613994,-0.00078058298677206
1604,0x000D7738,ARM_LEFT_CANDIDATE,0.0078085001558065,-0.0078172739595175,-7.62939453125e-06,-0.0078153666108847,-0.0078153666108847,0.0078096445649862,1.9073486328125e-06,1.9073486328125e-06,0.0078077372163534,0.0078077372163534,false,0.0,0.0078085001558065,-0.0039031056687236,-0.00077924784272909
1605,0x000E8F38,ARM_LEFT_CANDIDATE,0.0078085001558065,-0.0078172739595175,-7.62939453125e-06,-0.0078153666108847,-0.0078153666108847,0.0078096445649862,1.9073486328125e-06,1.9073486328125e-06,0.0078077372163534,0.0078077372163534,false,0.0,0.0078085001558065,-0.0039031056687236,-0.00077924784272909
1606,0x000D63E8,ARM_LEFT_CANDIDATE,0.0078048780560493,-0.0078125074505806,-7.62939453125e-06,-0.0078125074505806,-0.0078125074505806,0.0078048780560493,0.0,0.0,0.0078048780560493,0.0078048780560493,false,0.0,0.0078048780560493,-0.0039024390280247,-0.00078048780560493
1607,0x000E7BE8,ARM_LEFT_CANDIDATE,0.0078048780560493,-0.0078125074505806,-7.62939453125e-06,-0.0078125074505806,-0.0078125074505806,0.0078048780560493,0.0,0.0,0.0078048780560493,0.0078048780560493,false,0.0,0.0078048780560493,-0.0039024390280247,-0.00078048780560493
1608,0x000E9870,ARM_HORIZONTAL_CANDIDATE,0.0077905710786581,-0.0078153666108847,-3.0517578125e-05,-0.0078172739595175,-0.0078172739595175,0.0077848490327597,-1.9073486328125e-06,-1.9073486328125e-06,0.0077867563813925,0.0077829416841269,true,0.0077905710786581,0.00778370462358,-0.0038907079026103,-0.00077676828950644
1609,0x000D8070,ARM_LEFT_CANDIDATE,0.0077832315117121,-0.0078153666108847,-3.0517578125e-05,-0.007812513038516,-0.0078172739595175,0.0077848490327597,2.8535723686218e-06,-1.9073486328125e-06,0.007781995460391,0.007781995460391,false,0.0,0.0077832315117121,-0.0038897616788745,-0.00077686291188002
1610,0x000D7C40,ARM_HORIZONTAL_CANDIDATE,0.0077247675217222,-0.0078153666108847,-0.00012207034160383,-0.0078258570283651,-0.0078258570283651,0.0076932962692808,-1.0490417480469e-05,-1.0490417480469e-05,0.0077037866867613,0.0076828058518004,true,0.0077247675217222,0.0076870020187926,-0.003837206758908,-0.00075988825119566
1611,0x000E9440,ARM_HORIZONTAL_CANDIDATE,0.0077247675217222,-0.0078153666108847,-0.00012207034160383,-0.0078258570283651,-0.0078258570283651,0.0076932962692808,-1.0490417480469e-05,-1.0490417480469e-05,0.0077037866867613,0.0076828058518004,true,0.0077247675217222,0.0076870020187926,-0.003837206758908,-0.00075988825119566
1612,0x000D68F0,ARM_HORIZONTAL_CANDIDATE,0.0076990067464067,-0.0078153666108847,-0.0078172739595175,-0.00012208191037644,-0.0078153666108847,-1.9073486328125e-06,0.0076932847005082,0.0,0.007695192049141,0.0076913773518754,true,0.0076990067464067,-0.0038447350016213,0.0076923310261918,-0.0007695192049141
1613,0x000E80F0,ARM_HORIZONTAL_CANDIDATE,0.0076990067464067,-0.0078153666108847,-0.0078172739595175,-0.00012208191037644,-0.0004885793896392,-1.9073486328125e-06,0.0076932847005082,0.0073267872212455,0.007695192049141,0.0076913773518754,true,0.0076990067464067,-0.0045774137237458,0.0069596523040673,0.0065572680163314
1614,0x000D7630,ARM_HORIZONTAL_CANDIDATE,0.0076970993977739,-0.0078163202852011,-0.0078172739595175,-0.00012208191037644,-0.0019555094186217,-9.5367431640625e-07,0.0076942383748246,0.0058608108665794,0.007695192049141,0.0076932847005082,true,0.0076970993977739,-0.0044322465997539,0.0071076804510085,0.0050912916616653
1615,0x000E8E30,ARM_HORIZONTAL_CANDIDATE,0.0076970993977739,-0.0078163202852011,-0.0078172739595175,-0.00012208191037644,-0.0019555094186217,-9.5367431640625e-07,0.0076942383748246,0.0058608108665794,0.007695192049141,0.0076932847005082,true,0.0076970993977739,-0.0044322465997539,0.0071076804510085,0.0050912916616653
1616,0x000D79E0,ARM_LEFT_CANDIDATE,0.007695192049141,-0.0078172739595175,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,0.007695192049141,0.0,0.0,0.007695192049141,0.007695192049141,false,0.0,0.007695192049141,-0.0038475960245705,-0.0007695192049141
1617,0x000E8290,MANUAL_AIM_CANDIDATE,0.007695192049141,-0.0078172739595175,-0.0078172739595175,-0.0078172739595175,-0.00012208191037644,0.0,0.0,0.007695192049141,0.0,0.0,false,0.0,-0.0007695192049141,-0.0007695192049141,0.007695192049141
1618,0x000E99F0,ARM_LEFT_CANDIDATE,0.007695192049141,-0.0078172739595175,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,0.007695192049141,0.0,0.0,0.007695192049141,0.007695192049141,false,0.0,0.007695192049141,-0.0038475960245705,-0.0007695192049141
1619,0x000E9A30,ARM_LEFT_CANDIDATE,0.007695192049141,-0.0078172739595175,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,0.007695192049141,0.0,0.0,0.007695192049141,0.007695192049141,false,0.0,0.007695192049141,-0.0038475960245705,-0.0007695192049141
1620,0x000D69D8,ARM_LEFT_CANDIDATE,0.0076942383748246,-0.00012208191037644,-0.0078163202852011,-0.00012208191037644,-0.00012208191037644,-0.0076942383748246,0.0,0.0,0.0076942383748246,0.0076942383748246,false,0.0,0.0076942383748246,-0.0038471191874123,-0.00076942383748246
1621,0x000D6A78,MANUAL_AIM_CANDIDATE,0.0076942383748246,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.00012208191037644,0.0,0.0,0.0076942383748246,0.0,0.0,false,0.0,-0.00076942383748246,-0.00076942383748246,0.0076942383748246
1622,0x000D6B10,MANUAL_AIM_CANDIDATE,0.0076942383748246,-0.00012208191037644,-0.00012208191037644,-0.00012208191037644,-0.0078163202852011,0.0,0.0,-0.0076942383748246,0.0,0.0,false,0.0,-0.00076942383748246,-0.00076942383748246,0.0076942383748246
1623,0x000D6B60,ARM_RIGHT_CANDIDATE,0.0076942383748246,-0.00012208191037644,-0.00012208191037644,-0.0078163202852011,-0.00012208191037644,0.0,-0.0076942383748246,0.0,0.0076942383748246,0.0076942383748246,false,0.0,-0.0038471191874123,0.0076942383748246,-0.00076942383748246
1624,0x000D6BB0,ARM_RIGHT_CANDIDATE,0.0076942383748246,-0.00012208191037644,-0.00012208191037644,-0.0078163202852011,-0.00012208191037644,0.0,-0.0076942383748246,0.0,0.0076942383748246,0.0076942383748246,false,0.0,-0.0038471191874123,0.0076942383748246,-0.00076942383748246
1625,0x000D6990,ARM_RIGHT_CANDIDATE,0.0076937615376664,-0.0078163202852011,-0.0078153666108847,-0.00012208191037644,-0.0078163202852011,9.5367431640625e-07,0.0076942383748246,0.0,0.0076932847005082,0.0076932847005082,false,0.0,-0.0038461655130959,0.0076937615376664,-0.0007695192049141
1626,0x000D7720,ARM_LEFT_CANDIDATE,0.0076936661702348,-0.0078163202852011,-0.00012208191037644,-0.0078153666108847,-0.0078153666108847,0.0076942383748246,9.5367431640625e-07,9.5367431640625e-07,0.0076932847005082,0.0076932847005082,false,0.0,0.0076936661702348,-0.0038462608805276,-0.0007685655305977
1627,0x000E8F20,ARM_LEFT_CANDIDATE,0.0076936661702348,-0.0078163202852011,-0.00012208191037644,-0.0078153666108847,-0.0078153666108847,0.0076942383748246,9.5367431640625e-07,9.5367431640625e-07,0.0076932847005082,0.0076932847005082,false,0.0,0.0076936661702348,-0.0038462608805276,-0.0007685655305977
1628,0x000D6D78,ARM_LEFT_CANDIDATE,0.0076932847005082,-0.00012208191037644,-0.0078153666108847,-0.00012208191037644,-0.00012208191037644,-0.0076932847005082,0.0,0.0,0.0076932847005082,0.0076932847005082,false,0.0,0.0076932847005082,-0.0038466423502541,-0.00076932847005082
1629,0x000E7E00,MANUAL_AIM_CANDIDATE,0.0076932847005082,-0.00012208191037644,-0.00012208191037644,-0.00012208191037644,-0.0078153666108847,0.0,0.0,-0.0076932847005082,0.0,0.0,false,0.0,-0.00076932847005082,-0.00076932847005082,0.0076932847005082
1630,0x000E8578,ARM_LEFT_CANDIDATE,0.0076932847005082,-0.00012208191037644,-0.0078153666108847,-0.00012208191037644,-0.00012208191037644,-0.0076932847005082,0.0,0.0,0.0076932847005082,0.0076932847005082,false,0.0,0.0076932847005082,-0.0038466423502541,-0.00076932847005082
1631,0x000D5E90,ARM_LEFT_CANDIDATE,0.0074752935615834,-0.00012208191037644,-0.0078172739595175,-0.0004885793896392,-0.0004885793896392,-0.007695192049141,-0.00036649747926276,-0.00036649747926276,0.0073286945698783,0.0073286945698783,false,0.0,0.0074752935615834,-0.003517748293234,-0.00043967147357762
1632,0x000E7690,ARM_LEFT_CANDIDATE,0.0074752935615834,-0.00012208191037644,-0.0078172739595175,-0.0004885793896392,-0.0004885793896392,-0.007695192049141,-0.00036649747926276,-0.00036649747926276,0.0073286945698783,0.0073286945698783,false,0.0,0.0074752935615834,-0.003517748293234,-0.00043967147357762
1633,0x000D7418,ARM_LEFT_CANDIDATE,0.0074735113827046,-0.00012208191037644,-0.0078153666108847,-0.00048837077338248,-0.00048837077338248,-0.0076932847005082,-0.00036628886300605,-0.00036628886300605,0.0073269958375022,0.0073269958375022,false,0.0,0.0074735113827046,-0.0035169823735487,-0.00043966849334538
1634,0x000E8C18,ARM_LEFT_CANDIDATE,0.0074735113827046,-0.00012208191037644,-0.0078153666108847,-0.00048837077338248,-0.00048837077338248,-0.0076932847005082,-0.00036628886300605,-0.00036628886300605,0.0073269958375022,0.0073269958375022,false,0.0,0.0074735113827046,-0.0035169823735487,-0.00043966849334538
1635,0x000D6F18,ARM_LEFT_CANDIDATE,0.0073315555928275,-0.0078258570283651,-0.0004885793896392,-0.0078163202852011,-0.0078163202852011,0.0073372776387259,9.5367431640625e-06,9.5367431640625e-06,0.0073277408955619,0.0073277408955619,false,0.0,0.0073315555928275,-0.0036600557505153,-0.00072514469502494
1636,0x000E8718,ARM_LEFT_CANDIDATE,0.0073315555928275,-0.0078258570283651,-0.0004885793896392,-0.0078163202852011,-0.0078163202852011,0.0073372776387259,9.5367431640625e-06,9.5367431640625e-06,0.0073277408955619,0.0073277408955619,false,0.0,0.0073315555928275,-0.0036600557505153,-0.00072514469502494
1637,0x000D8388,ARM_HORIZONTAL_CANDIDATE,0.0073290521977469,-0.0004885793896392,-0.00048846018034965,-0.0078172739595175,-0.0004885793896392,1.1920928955078e-07,-0.0073286945698783,0.0,0.0073288137791678,0.0073285753605887,true,0.0073290521977469,-0.0036642280756496,0.0073286349652335,-0.00073288137791678
1638,0x000E9BB0,ARM_LEFT_CANDIDATE,0.007328903186135,-0.0078172739595175,-0.00048837077338248,-0.0078172739595175,-0.0078172739595175,0.007328903186135,0.0,0.0,0.007328903186135,0.007328903186135,false,0.0,0.007328903186135,-0.0036644515930675,-0.0007328903186135
1639,0x000E9A70,ARM_LEFT_CANDIDATE,0.0073288137791678,-0.0078172739595175,-0.00048846018034965,-0.0078172739595175,-0.0078172739595175,0.0073288137791678,0.0,0.0,0.0073288137791678,0.0073288137791678,false,0.0,0.0073288137791678,-0.0036644068895839,-0.00073288137791678
1640,0x000E9BF0,ARM_LEFT_CANDIDATE,0.0073288137791678,-0.0078172739595175,-0.00048846018034965,-0.0078172739595175,-0.0078172739595175,0.0073288137791678,0.0,0.0,0.0073288137791678,0.0073288137791678,false,0.0,0.0073288137791678,-0.0036644068895839,-0.00073288137791678
1641,0x000D83C8,ARM_HORIZONTAL_CANDIDATE,0.0073287394479848,-0.0004885793896392,-0.00048856443027034,-0.0078172739595175,-0.0004885793896392,1.4959368854761e-08,-0.0073286945698783,0.0,0.0073287095292471,0.0073286796105094,true,0.0073287394479848,-0.0036643323255703,0.0073286870901939,-0.00073287095292471
1642,0x000E9B70,ARM_LEFT_CANDIDATE,0.0073287095292471,-0.0078172739595175,-0.00048856443027034,-0.0078172739595175,-0.0078172739595175,0.0073287095292471,0.0,0.0,0.0073287095292471,0.0073287095292471,false,0.0,0.0073287095292471,-0.0036643547646236,-0.00073287095292471
1643,0x000D6958,ARM_LEFT_CANDIDATE,0.0073277408955619,-0.0078172739595175,-0.0004885793896392,-0.0078153666108847,-0.0078172739595175,0.0073286945698783,1.9073486328125e-06,0.0,0.0073267872212455,0.0073267872212455,false,0.0,0.0073277408955619,-0.0036624399363063,-0.00073306019185111
1644,0x000E7E40,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1645,0x000E7E68,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1646,0x000E7E90,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1647,0x000E7EB8,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1648,0x000E7EE0,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1649,0x000E7F08,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1650,0x000E7F30,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1651,0x000E7F58,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1652,0x000E7F80,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1653,0x000E7FA8,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1654,0x000E7FD0,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1655,0x000E7FF8,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1656,0x000E82C8,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0078163202852011,-0.0078163202852011,-0.0078163202852011,-0.0004885793896392,0.0,0.0,0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1657,0x000E82F0,MANUAL_AIM_CANDIDATE,0.0073277408955619,-0.0004885793896392,-0.0004885793896392,-0.0004885793896392,-0.0078163202852011,0.0,0.0,-0.0073277408955619,0.0,0.0,false,0.0,-0.00073277408955619,-0.00073277408955619,0.0073277408955619
1658,0x000E8190,MANUAL_AIM_CANDIDATE,0.0073276455281302,-0.0078163202852011,-0.0078153666108847,-0.0078163202852011,-0.0004885793896392,9.5367431640625e-07,0.0,0.0073277408955619,9.5367431640625e-07,9.5367431640625e-07,false,0.0,-0.00073182041523978,-0.00073325092671439,0.0073276455281302
1659,0x000D7410,ARM_HORIZONTAL_CANDIDATE,0.0073274130700156,-0.0004885793896392,-0.0078153666108847,-0.00048837077338248,-0.00048837077338248,-0.0073267872212455,2.0861625671387e-07,2.0861625671387e-07,0.0073269958375022,0.0073265786049888,true,0.0073274130700156,0.0073266620514914,-0.0036632058559917,-0.0007324909674935
1660,0x000E8C10,ARM_HORIZONTAL_CANDIDATE,0.0073274130700156,-0.0004885793896392,-0.0078153666108847,-0.00048837077338248,-0.00048837077338248,-0.0073267872212455,2.0861625671387e-07,2.0861625671387e-07,0.0073269958375022,0.0073265786049888,true,0.0073274130700156,0.0073266620514914,-0.0036632058559917,-0.0007324909674935
1661,0x000D7AC0,ARM_LEFT_CANDIDATE,0.0073269004700705,-0.0078153666108847,-0.00048837077338248,-0.0078153666108847,-0.0078163202852011,0.0073269958375022,0.0,-9.5367431640625e-07,0.0073269958375022,0.0073269958375022,false,0.0,0.0073269004700705,-0.0036635932861827,-0.00073174590943381
1662,0x000E92C0,ARM_LEFT_CANDIDATE,0.0073269004700705,-0.0078153666108847,-0.00048837077338248,-0.0078153666108847,-0.0078163202852011,0.0073269958375022,0.0,-9.5367431640625e-07,0.0073269958375022,0.0073269958375022,false,0.0,0.0073269004700705,-0.0036635932861827,-0.00073174590943381
1663,0x000D68B8,ARM_RIGHT_CANDIDATE,0.0073267872212455,-0.0004885793896392,-0.0004885793896392,-0.0078153666108847,-0.0004885793896392,0.0,-0.0073267872212455,0.0,0.0073267872212455,0.0073267872212455,false,0.0,-0.0036633936106227,0.0073267872212455,-0.00073267872212455
1664,0x000D6DA8,ARM_LEFT_CANDIDATE,0.0073267872212455,-0.0004885793896392,-0.0078153666108847,-0.0004885793896392,-0.0004885793896392,-0.0073267872212455,0.0,0.0,0.0073267872212455,0.0073267872212455,false,0.0,0.0073267872212455,-0.0036633936106227,-0.00073267872212455
1665,0x000E85A8,ARM_LEFT_CANDIDATE,0.0073267872212455,-0.0004885793896392,-0.0078153666108847,-0.0004885793896392,-0.0004885793896392,-0.0073267872212455,0.0,0.0,0.0073267872212455,0.0073267872212455,false,0.0,0.0073267872212455,-0.0036633936106227,-0.00073267872212455
1666,0x000F9400,ARM_LEFT_CANDIDATE,0.0073253884911537,0.0,-0.0073253884911537,0.0,0.0,-0.0073253884911537,0.0,0.0,0.0073253884911537,0.0073253884911537,false,0.0,0.0073253884911537,-0.0036626942455769,-0.00073253884911537
1667,0x000E9A48,ARM_LEFT_CANDIDATE,0.0073239336488768,-0.0004885793896392,-0.007812513038516,-0.0004885793896392,-0.0004885793896392,-0.0073239336488768,0.0,0.0,0.0073239336488768,0.0073239336488768,false,0.0,0.0073239336488768,-0.0036619668244384,-0.00073239336488768
1668,0x000D7100,MANUAL_AIM_CANDIDATE,0.0070172348569031,-7.62939453125e-06,-0.00012208191037644,-0.0078172739595175,-0.0078172739595175,-0.00011445251584519,-0.0078096445649862,-0.0078096445649862,0.007695192049141,0.007695192049141,false,0.0,-0.0045713342231466,0.006971453850565,0.0070172348569031
